id_parliament,First name,Last name,Full name,Party,Government position,Phone,Parliamentary phone number,Constituency phone number,Parliamentary email address,Constituency email address
4180,Baroness,Nye,Baroness Nye,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4255,Lord,O'Donnell,Lord O'Donnell,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4977,Baroness,O'Grady of Upper Holloway,Baroness O'Grady of Upper Holloway,Labour,,0207 219 5353,0207 219 5353,,contactholmember@parliament.uk,
3902,Baroness,O'Loan,Baroness O'Loan,Crossbench,,020 7219 8724,020 7219 8724,,oloann@parliament.uk,
2441,Baroness,O'Neill of Bengarve,Baroness O'Neill of Bengarve,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4549,Lord,Oates,Lord Oates,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4711,Baroness,Osamor,Baroness Osamor,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
5389,Lord,Pack,Lord Pack,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4288,Lord,Paddick,Lord Paddick,Non-affiliated,,020 7219 5353,020 7219 5353,,paddickb@parliament.uk,
3870,Lord,Pannick,Lord Pannick,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2545,Lord,Parekh,Lord Parekh,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4178,Baroness,Parminter,Baroness Parminter,Liberal Democrat,,020 7219 4195,020 7219 4195,,parminterk@parliament.uk,
2443,Lord,Patel,Lord Patel,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3163,Lord,Paul,Lord Paul,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4975,Lord,Peach,Lord Peach,Crossbench,,0207 219 5353,0207 219 5353,,contactholmember@parliament.uk,
3161,Earl,Peel,Earl Peel,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
5366,Baroness,Pidgeon,Baroness Pidgeon,Liberal Democrat,,020 7219 5353,020 7219 5353,,pidgeonc@parliament.uk,
4341,Baroness,Pinnock,Baroness Pinnock,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3179,Baroness,Pitkeathley,Baroness Pitkeathley,Labour,,020 7219 0358,020 7219 0358,,pitkeathleyj@parliament.uk,
217,Baroness,Primarolo,Baroness Primarolo,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3684,Baroness,Prosser,Baroness Prosser,Labour,,020 7219 3000,020 7219 3000,,prosserm@parliament.uk,
5400,Baroness,Rafferty,Baroness Rafferty,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3276,Baroness,Ramsay of Cartvale,Baroness Ramsay of Cartvale,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
5022,Baroness,Ramsey of Wall Heath,Baroness Ramsey of Wall Heath,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
5388,Lord,Raval,Lord Raval,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4715,Lord,Ravensdale,Lord Ravensdale,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3275,Lord,Razzall,Lord Razzall,Liberal Democrat,,020 7219 3000,020 7219 3000,,contactholmember@parliament.uk,
4332,Baroness,Rebuck,Baroness Rebuck,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3271,Lord,Redesdale,Lord Redesdale,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2484,Lord,Rennard,Lord Rennard,Liberal Democrat,,020 7219 6717; Fax.020 7219 2458,020 7219 6717; Fax.020 7219 2458,,rennardc@parliament.uk,
4587,Lord,Ricketts,Lord Ricketts,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4130,Baroness,Ritchie of Downpatrick,Baroness Ritchie of Downpatrick,Labour,,207 219 6344,207 219 6344,,ritchiem@parliament.uk,
5378,Lord,Rook,Lord Rook,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4992,Lord,Rosenfield,Lord Rosenfield,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
554,Lord,Rowlands,Lord Rowlands,Labour,,020 7219 3842,020 7219 3842,,contactholmember@parliament.uk,
3703,Baroness,Royall of Blaisdon,Baroness Royall of Blaisdon,Labour,,020 7219 1435,020 7219 1435,,royallj@parliament.uk,
4983,Earl,Russell,Earl Russell,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4963,Lord,Sahota,Lord Sahota,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2105,Lord,Sawyer,Lord Sawyer,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2099,Baroness,Scotland of Asthal,Baroness Scotland of Asthal,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2542,Baroness,Scott of Needham Market,Baroness Scott of Needham Market,Liberal Democrat,,020 7219 5353,020 7219 5353,,scottrc@parliament.uk,
4333,Lord,Scriven,Lord Scriven,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3762,Lord,Sentamu,Lord Sentamu,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
5013,Lord,Shamash,Lord Shamash,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4196,Lord,Sharkey,Lord Sharkey,Liberal Democrat,,020 7219 5353,020 7219 5353,,sharkeyjk@parliament.uk,
4548,Baroness,Sheehan,Baroness Sheehan,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4176,Lord,Shipley,Lord Shipley,Liberal Democrat,,020 7219 5353,020 7219 5353,,shipleyj@parliament.uk,
4885,Lord,Sikka,Lord Sikka,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3120,Lord,Skidelsky,Lord Skidelsky,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4323,Baroness,Smith of Newnham,Baroness Smith of Newnham,Liberal Democrat,,020 7219 3214,020 7219 3214,,jes42@parliament.uk,
319,Lord,Snape,Lord Snape,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
318,Lord,Spellar,Lord Spellar,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4925,Viscount,Stansgate,Viscount Stansgate,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4239,Lord,Stephen,Lord Stephen,Liberal Democrat,,020 7219 2964,020 7219 2964,,stephenn@parliament.uk,
2475,Baroness,Stern,Baroness Stern,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4233,Lord,Stirrup,Lord Stirrup,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4238,Lord,Storey,Lord Storey,Liberal Democrat,,020 7219 5353,020 7219 5353,,storeym@parliament.uk,
4204,Lord,Strasburger,Lord Strasburger,Liberal Democrat,,020 7219 5353,020 7219 5353,,strasburgerp@parliament.uk,
4937,Lord,Strathcarron,Lord Strathcarron,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
296,Baroness,Stuart of Edgbaston,Baroness Stuart of Edgbaston,Crossbench,,020 7219 5353,020 7219 5353,,stuartg@parliament.uk,
3897,Lord,Sugar,Lord Sugar,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4298,Baroness,Suttie,Baroness Suttie,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2233,Baroness,Symons of Vernham Dean,Baroness Symons of Vernham Dean,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
5027,Lord,Tarassenko,Lord Tarassenko,Crossbench,,020 7219 5353,020 7219 5353,,tarassenkol@parliament.uk,
407,Baroness,Taylor of Bolton,Baroness Taylor of Bolton,Labour,,020 7219 5183,020 7219 5183,,taylora@parliament.uk,
3789,Lord,Teverson,Lord Teverson,Liberal Democrat,,0207 219 5353,0207 219 5353,,teversonr@parliament.uk,
3785,Baroness,Thomas of Winchester,Baroness Thomas of Winchester,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4558,Baroness,Thornhill,Baroness Thornhill,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1782,Baroness,Thornton,Baroness Thornton,Labour,,020 7219 8502,020 7219 8502,,thorntong@parliament.uk,
4353,Lord,Thurlow,Lord Thurlow,Crossbench,,020 7219 5353,020 7219 5353,,thurlowr@parliament.uk,
1399,Viscount,Thurso,Viscount Thurso,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4260,Lord,Trees,Lord Trees,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3651,Lord,Triesman,Lord Triesman,Labour,,020 7219 5353,020 7219 5353,,triesmand@parliament.uk,
3682,Lord,Truscott,Lord Truscott,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3758,Lord,Turnbull,Lord Turnbull,Crossbench,,020 7219 5353,020 7219 5353,,andrew@the-turnbulls.com,
4231,Baroness,Tyler of Enfield,Baroness Tyler of Enfield,Liberal Democrat,,0207 219 5353,0207 219 5353,,tylerc@parliament.uk,
112,Lord,Tyrie,Lord Tyrie,Non-affiliated,,020 7219 5353,020 7219 5353,,tyriea@parliament.uk,
1827,Baroness,Uddin,Baroness Uddin,Non-affiliated,,020 7219 8506,020 7219 8506,,uddinm@parliament.uk,
3757,Baroness,Valentine,Baroness Valentine,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4962,Lord,Verdirame,Lord Verdirame,Non-affiliated,,020 7219 5353,020 7219 5353,,verdirameg@parliament.uk,
4299,Lord,Verjee,Lord Verjee,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2547,Baroness,Walmsley,Baroness Walmsley,Liberal Democrat,,020 7219 6047,020 7219 6047,,walmsleyj@parliament.uk,
3839,Baroness,Warsi,Baroness Warsi,Non-affiliated,,020 7219 5353,020 7219 5353,,warsis@parliament.uk,
2471,Baroness,Warwick of Undercliffe,Baroness Warwick of Undercliffe,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4566,Baroness,Watkins of Tavistock,Baroness Watkins of Tavistock,Crossbench,,020 7219 5459,020 7219 5459,,watkinsm@parliament.uk,
4199,Baroness,Wheatcroft,Baroness Wheatcroft,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2444,Lord,Whitty,Lord Whitty,Labour,,020 7219 3118,020 7219 3118,,whittyl@parliament.uk,
4730,Baroness,Wilcox of Newport,Baroness Wilcox of Newport,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4945,Baroness,Willis of Summertown,Baroness Willis of Summertown,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
260,Lord,Wills,Lord Wills,Labour,,020 7219 3000,020 7219 3000,,contactholmember@parliament.uk,
390,Baroness,Winterton of Doncaster,Baroness Winterton of Doncaster,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4347,Baroness,Wolf of Dulwich,Baroness Wolf of Dulwich,Crossbench,,020 7219 5353,020 7219 5353,,wolfa@parliament.uk,
4897,Lord,Woodley,Lord Woodley,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1773,Lord,Woolf,Lord Woolf,Crossbench,,020 7219 3156,020 7219 3156,,contactholmember@parliament.uk,
965,Lord,Wrigglesworth,Lord Wrigglesworth,Liberal Democrat,,020 7219 8743,020 7219 8743,,wrigglesworthi@parliament.uk,
3696,Baroness,Young of Hornsey,Baroness Young of Hornsey,Crossbench,,020 7219 5991,020 7219 5991,,younglo@parliament.uk,
1755,Baroness,Young of Old Scone,Baroness Young of Old Scone,Labour,,020 7219 5353,020 7219 5353,,youngb@parliament.uk,
4560,Trevethin,and Oaksey,Lord Trevethin and Oaksey,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3827,Neuberger,of Abbotsbury,Lord Neuberger of Abbotsbury,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
5377,Barber,of Ainsdale,Lord Barber of Ainsdale,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3825,Walker,of Aldringham,Lord Walker of Aldringham,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3335,Brooke,of Alverthorpe,Lord Brooke of Alverthorpe,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
352,Boswell,of Aynho,Lord Boswell of Aynho,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4175,Stevenson,of Balmacara,Lord Stevenson of Balmacara,Labour,,020 7219 8914,020 7219 8914,,stevensonw@parliament.uk,
2527,Powell,of Bayswater,Lord Powell of Bayswater,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1138,Carlile,of Berriew,Lord Carlile of Berriew,Crossbench,,020 3432 9891,020 3432 9891,,carlilea@parliament.uk,
3765,Hall,of Birkenhead,Lord Hall of Birkenhead,Crossbench,,020 7219 5353,020 7219 5353,,halla@parliament.uk,
4924,Stevens,of Birmingham,Lord Stevens of Birmingham,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4182,Blair,of Boughton,Lord Blair of Boughton,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3798,Patel,of Bradford,Lord Patel of Bradford,Non-affiliated,,020 7219 8997,020 7219 8997,,patelkk@parliament.uk,
127,Prior,of Brampton,Lord Prior of Brampton,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3846,Stern,of Brentford,Lord Stern of Brentford,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3504,Bassam,of Brighton,Lord Bassam of Brighton,Labour,,020 7219 5353,020 7219 5353,,bassams@parliament.uk,
4893,Davies,of Brixton,Lord Davies of Brixton,Labour,,020 7219 3629,020 7219 3629,,daviesofbrixton@parliament.uk,
3337,Butler,of Brockwell,Lord Butler of Brockwell,Crossbench,,020 7219 3000,020 7219 3000,,lord.butler@univ.ox.ac.uk,
3707,Griffiths,of Burry Port,Lord Griffiths of Burry Port,Labour,,0208 405 8473,0208 405 8473,,griffithslj@parliament.uk,
5384,Pitkeathley,of Camden Town,Lord Pitkeathley of Camden Town,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1400,Brennan,of Canton,Lord Brennan of Canton,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
617,Reid,of Cardowan,Lord Reid of Cardowan,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4214,Palmer,of Childs Hill,Lord Palmer of Childs Hill,Liberal Democrat,,020 7219 2561,020 7219 2561,,palmerm@parliament.uk,
2167,Hannay,of Chiswick,Lord Hannay of Chiswick,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2205,Carey,of Clifton,Lord Carey of Clifton,Crossbench,,020 7219 5353,020 7219 5353,,carey.andr@gmail.com,
3680,Carter,of Coles,Lord Carter of Coles,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2004,Hope,of Craighead,Lord Hope of Craighead,Crossbench,,020 7219 8308,020 7219 8308,,hopejad@parliament.uk,
4309,Thomas,of Cwmgiedd,Lord Thomas of Cwmgiedd,Crossbench,,020 7219 5353,020 7219 5353,,thomasjl@parliament.uk,
3803,Low,of Dalston,Lord Low of Dalston,Crossbench,,02072193775,02072193775,,contactholmember@parliament.uk,
4346,Green,of Deddington,Lord Green of Deddington,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3779,Darzi,of Denham,Lord Darzi of Denham,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3705,Cameron,of Dillington,Lord Cameron of Dillington,Crossbench,,020 7219 2530,020 7219 2530,,camerone@parliament.uk,
2206,Wilson,of Dinton,Lord Wilson of Dinton,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4215,Stoneham,of Droxford,Lord Stoneham of Droxford,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1511,Austin,of Dudley,Lord Austin of Dudley,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4586,Macpherson,of Earl's Court,Lord Macpherson of Earl's Court,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
5397,Rees,of Easton,Lord Rees of Easton,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3752,Turner,of Ecchinswell,Lord Turner of Ecchinswell,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4891,Moore,of Etchingham,Lord Moore of Etchingham,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
5021,Hannett,of Everton,Lord Hannett of Everton,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3818,Jay,of Ewelme,Lord Jay of Ewelme,Crossbench,,020 7219 3156,020 7219 3156,,jaymh@parliament.uk,
496,Cunningham,of Felling,Lord Cunningham of Felling,Labour,,020 7219 3000,020 7219 3000,,contactholmember@parliament.uk,
186,Smith,of Finsbury,Lord Smith of Finsbury,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1881,Mackenzie,of Framwellgate,Lord Mackenzie of Framwellgate,Non-affiliated,,020 7219 8632,020 7219 8632,,contactholmember@parliament.uk,
4536,O'Neill,of Gatley,Lord O'Neill of Gatley,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3781,Davidson,of Glen Clova,Lord Davidson of Glen Clova,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4168,McConnell,of Glenscorrodale,Lord McConnell of Glenscorrodale,Labour,,020 7219 8913,020 7219 8913,,mcconnellj@parliament.uk,
228,Taylor,of Goss Moor,Lord Taylor of Goss Moor,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1804,Thomas,of Gresford,Lord Thomas of Gresford,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
397,Allan,of Hallam,Lord Allan of Hallam,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2671,Harris,of Haringey,Lord Harris of Haringey,Labour,,020 7219 8513,020 7219 8513,,harrist@parliament.uk,
4687,Vaux,of Harrowden,Lord Vaux of Harrowden,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4732,Carter,of Haslemere,Lord Carter of Haslemere,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4206,Marks,of Henley-on-Thames,Lord Marks of Henley-on-Thames,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4317,Richards,of Herstmonceux,Lord Richards of Herstmonceux,Crossbench,,Tel: 020 7219 5353,Tel: 020 7219 5353,,contactholmember@parliament.uk,
4191,Green,of Hurstpierpoint,Lord Green of Hurstpierpoint,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1241,Watson,of Invergowrie,Lord Watson of Invergowrie,Labour,,020 7219 8731,020 7219 8731,,watsonm@parliament.uk,
3856,Smith,of Kelvin,Lord Smith of Kelvin,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4304,Allen,of Kensington,Lord Allen of Kensington,Labour,,020 7766 6065,020 7766 6065,,allenc@parliament.uk,
4161,Gardiner,of Kimble,Lord Gardiner of Kimble,Non-affiliated,,020 7219 5353,020 7219 5353,,hlseniordeputyspeaker@parliament.uk,
3708,Kerr,of Kinlochard,Lord Kerr of Kinlochard,Crossbench,,020 7219 5353,020 7219 5353,,kerrj@parliament.uk,
4250,Curry,of Kirkharle,Lord Curry of Kirkharle,Crossbench,,020 7219 8952,020 7219 8952,,curryd@parliament.uk,
3733,Stevens,of Kirkwhelpington,Lord Stevens of Kirkwhelpington,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4151,Willis,of Knaresborough,Lord Willis of Knaresborough,Liberal Democrat,,020 7219 5709,020 7219 5709,,willisg@parliament.uk,
4276,Berkeley,of Knighton,Lord Berkeley of Knighton,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
620,Browne,of Ladyton,Lord Browne of Ladyton,Labour,,020 7219 4501,020 7219 4501,,browned@parliament.uk,
1976,Irvine,of Lairg,Lord Irvine of Lairg,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2134,Russell,of Liverpool,Lord Russell of Liverpool,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3691,Roberts,of Llandudno,Lord Roberts of Llandudno,Liberal Democrat,,020 7219 8739,020 7219 8739,,contactholmember@parliament.uk,
4280,King,of Lothbury,Lord King of Lothbury,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3751,Rees,of Ludlow,Lord Rees of Ludlow,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2172,Browne,of Madingley,Lord Browne of Madingley,Crossbench,,020 7219 5353,020 7219 5353,,,
4691,Burnett,of Maldon,Lord Burnett of Maldon,Crossbench,,020 7219 3156,020 7219 3156,,burnetti@parliament.uk,
2727,Currie,of Marylebone,Lord Currie of Marylebone,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4910,Parker,of Minsmere,Lord Parker of Minsmere,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
544,Howarth,of Newport,Lord Howarth of Newport,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4189,Hennessy,of Nympsfield,Lord Hennessy of Nympsfield,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4982,Young,of Old Windsor,Lord Young of Old Windsor,Crossbench,,020 7219 3000,020 7219 3000,,contactholmember@parliament.uk,
4278,Livingston,of Parkhead,Lord Livingston of Parkhead,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3813,Harries,of Pentregarth,Lord Harries of Pentregarth,Crossbench,,020 7219 5353,020 7219 5353,,harriesr@parliament.uk,
5383,Jones,of Penybont,Lord Jones of Penybont,Labour,,020 7219 5353,020 7219 5353,,jonesch@parliament.uk,
627,Campbell,of Pittenweem,Lord Campbell of Pittenweem,Liberal Democrat,,020 7219 5353,020 7219 5353,,campbellm@parliament.uk,
672,Robertson,of Port Ellen,Lord Robertson of Port Ellen,Labour,,020 7219 5353,020 7219 5353,,robertsong@parliament.uk,
3385,Craig,of Radley,Lord Craig of Radley,Crossbench,,020 7219 2200,020 7219 2200,,craigd@parliament.uk,
3153,Pearson,of Rannoch,Lord Pearson of Rannoch,Non-affiliated,,020 7219 5353,020 7219 5353,,lordpearsonofrannoch@gmail.com,
4172,Macdonald,of River Glaven,Lord Macdonald of River Glaven,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4908,McDonald,of Salford,Lord McDonald of Salford,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1816,Wallace,of Saltaire,Lord Wallace of Saltaire,Liberal Democrat,,020 7219 3125,020 7219 3125,,wallacew@parliament.uk,
3759,Hastings,of Scarisbrick,Lord Hastings of Scarisbrick,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2536,Oakeshott,of Seagrove Bay,Lord Oakeshott of Seagrove Bay,Non-affiliated,,020 7219 5353,020 7219 5353,,oakeshottm@parliament.uk,
5376,Evans,of Sealand,Lord Evans of Sealand,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3834,West,of Spithead,Lord West of Spithead,Labour,,020 7219 5353,020 7219 5353,,westaa@parliament.uk,
4334,Goddard,of Stockport,Lord Goddard of Stockport,Liberal Democrat,,020 7219 6563,020 7219 6563,,goddardd@parliament.uk,
568,Anderson,of Swansea,Lord Anderson of Swansea,Labour,,020 7219 300,020 7219 300,,contactholmember@parliament.uk,
630,Wallace,of Tankerness,Lord Wallace of Tankerness,Liberal Democrat,,020 7219 3526,020 7219 3526,,wallacej@parliament.uk,
2758,Falconer,of Thoroton,Lord Falconer of Thoroton,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
5401,Mohammed,of Tinsley,Lord Mohammed of Tinsley,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
546,Murphy,of Torfaen,Lord Murphy of Torfaen,Labour,,020 7219 6193,020 7219 6193,,murphypp@parliament.uk,
1132,Lee,of Trafford,Lord Lee of Trafford,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4293,Purvis,of Tweed,Lord Purvis of Tweed,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1796,Taylor,of Warwick,Lord Taylor of Warwick,Non-affiliated,,020 7219 5353,020 7219 5353,,taylorjdb@parliament.uk,
2766,Evans,of Watford,Lord Evans of Watford,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4068,Harrington,of Watford,Lord Harrington of Watford,Non-affiliated,,020 7219 5353,020 7219 5353,,harringtonr@parliament.uk,
4348,Evans,of Weardale,Lord Evans of Weardale,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4702,McNicol,of West Kilbride,Lord McNicol of West Kilbride,Labour,,020 7219 6704,020 7219 6704,,mcnicoli@parliament.uk,
4160,Knight,of Weymouth,Lord Knight of Weymouth,Labour,,0207 219 8209,0207 219 8209,,knightja@parliament.uk,
4251,Singh,of Wimbledon,Lord Singh of Wimbledon,Crossbench,,020 7219 5353,020 7219 5353,,singhia@parliament.uk,
525,Clark,of Windermere,Lord Clark of Windermere,Labour,,020 7219 2558,020 7219 2558,,clarkd@parliament.uk,
4327,Cooper,of Windrush,Lord Cooper of Windrush,Non-affiliated,,020 7219 5353,020 7219 5353,,cooperac@parliament.uk,
4722,Woolley,of Woodford,Lord Woolley of Woodford,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2472,Faulkner,of Worcester,Lord Faulkner of Worcester,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2439,Phillips,of Worth Matravers,Lord Phillips of Worth Matravers,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1463,Watson,of Wyre Forest,Lord Watson of Wyre Forest,Labour,,0207 219 5353,0207 219 5353,,contactholmember@parliament.uk,
4228,Grade,of Yarmouth,Lord Grade of Yarmouth,Non-affiliated,,020 7219 5353,020 7219 5353,,ros@michaelgrade.com,
5023,Baroness,Smith of Llanfaes,Baroness Smith of Llanfaes,Plaid Cymru,,020 7219 5353,020 7219 5353,,carmen.smith@parliament.uk,
547,Lord,Wigley,Lord Wigley,Plaid Cymru,,020 7219 5021,020 7219 5021,,contactholmember@parliament.uk,
2227,Stevens,of Ludgate,Lord Stevens of Ludgate,Conservative Independent,,020 7219 5353,020 7219 5353,,stevensdavid@parliament.uk,
4315,The,Archbishop of York,The Lord Archbishop of York,Bishops,,020 7219 5353,020 7219 5353,,office@archbishopofyork.org,
4709,The,Bishop of Bristol,The Lord Bishop of Bristol,Bishops,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
